Start write data to file
38.31 112.79 0.00 0.00 0.99
38.25 99.51 0.00 0.00 0.99
38.25 100.34 0.00 0.00 0.98
38.25 92.87 0.00 0.00 0.94
38.19 102.83 0.00 0.00 1.01
38.19 99.51 0.00 0.00 0.98
38.13 103.66 0.00 0.00 1.01
38.13 100.34 0.00 0.00 0.99
38.06 104.49 0.00 0.00 1.07
38.13 104.49 0.00 0.00 1.96
38.19 101.17 0.00 0.00 1.14
-127.00 97.85 0.00 0.00 0.98
-127.00 97.85 0.00 0.00 1.01
-127.00 107.81 0.00 0.00 0.99
-127.00 131.88 0.00 0.00 0.98
-127.00 105.32 0.00 0.00 0.98
-127.00 103.66 0.00 0.00 0.99
-127.00 102.00 0.00 0.00 0.98
-127.00 93.70 0.00 0.00 0.98
-127.00 107.81 0.00 0.00 1.01
-127.00 112.79 0.00 0.00 0.99
-127.00 124.41 0.00 0.00 1.03
-127.00 95.36 0.00 0.00 0.98
-127.00 103.66 0.00 0.00 0.99
-127.00 108.64 0.00 0.00 1.03
-127.00 104.49 0.00 0.00 0.99
-127.00 110.30 0.00 0.00 0.98
-127.00 103.66 0.00 0.00 0.98
-127.00 50.53 0.00 0.00 0.98
-127.00 92.87 0.00 0.00 0.99
-127.00 119.43 0.00 0.00 1.01
-127.00 114.45 0.00 0.00 1.01
-127.00 112.79 0.00 0.00 1.03
-127.00 101.17 0.00 0.00 1.01
-127.00 103.66 0.00 0.00 0.99
-127.00 97.85 0.00 0.00 0.99
-127.00 106.98 0.00 0.00 1.03
-127.00 111.13 0.00 0.00 1.01
-127.00 116.11 0.00 0.00 1.01
-127.00 93.70 0.00 0.00 1.01
-127.00 97.02 0.00 0.00 1.03
-127.00 109.47 0.00 0.00 1.07
-127.00 112.79 0.00 0.00 1.09
-127.00 97.02 0.00 0.00 1.01
-127.00 107.81 0.00 0.00 1.14
-127.00 102.00 0.00 0.00 1.11
-127.00 97.85 0.00 0.00 1.13
-127.00 107.81 0.00 0.00 1.14
-127.00 116.11 0.00 0.00 1.22
-127.00 103.66 0.00 0.00 1.30
-127.00 108.64 0.00 0.00 2.00
-127.00 99.51 0.00 0.00 2.81
-127.00 108.64 0.00 0.00 1.45
-127.00 113.62 0.00 0.00 1.61
-127.00 104.49 0.00 0.00 2.99
-127.00 108.64 0.00 0.00 3.57
-127.00 119.43 0.00 0.00 3.39
-127.00 111.96 0.00 0.00 1.29
-127.00 108.64 0.00 0.00 1.26
-127.00 111.13 0.00 0.00 1.26
-127.00 100.34 0.00 0.00 1.26
-127.00 106.98 0.00 0.00 1.26
-127.00 94.53 0.00 0.00 1.26
-127.00 102.83 0.00 0.00 1.34
-127.00 96.19 0.00 0.00 1.30
-127.00 117.77 0.00 0.00 1.30
-127.00 102.83 0.00 0.00 1.34
-127.00 114.45 0.00 0.00 1.22
-127.00 106.15 0.00 0.00 1.26
-127.00 100.34 0.00 0.00 1.18
-127.00 104.49 0.00 0.00 1.14
-127.00 114.45 0.00 0.00 1.26
-127.00 101.17 0.00 0.00 1.17
-127.00 97.85 0.00 0.00 1.26
-127.00 97.02 0.00 0.00 1.30
-127.00 100.34 0.00 0.00 1.22
-127.00 94.53 0.00 0.00 1.30
-127.00 105.32 0.00 0.00 1.26
-127.00 95.36 0.00 0.00 1.34
-127.00 114.45 0.00 0.00 1.26
-127.00 96.19 0.00 0.00 1.30
-127.00 97.85 0.00 0.00 1.17
-127.00 106.15 0.00 0.00 1.22
-127.00 105.32 0.00 0.00 1.30
-127.00 89.55 0.00 0.00 1.25
-127.00 108.64 0.00 0.00 1.30
-127.00 97.02 0.00 0.00 1.29
-127.00 94.53 0.00 0.00 1.38
-127.00 109.47 0.00 0.00 1.36
-127.00 106.98 0.00 0.00 1.69
-127.00 106.15 0.00 0.00 2.89
-127.00 109.47 0.00 0.00 2.46
-127.00 97.85 0.00 0.00 3.86
-127.00 90.38 0.00 0.00 3.59
-127.00 92.87 0.00 0.00 2.62
-127.00 97.02 0.00 0.00 2.66
-127.00 97.85 0.00 0.00 2.35
-127.00 103.66 0.00 0.00 1.84
-127.00 116.94 0.00 0.00 2.58
-127.00 113.62 0.00 0.00 3.67
-127.00 93.70 0.00 0.00 4.03
-127.00 114.45 0.00 0.00 3.98
-127.00 100.34 0.00 0.00 4.11
-127.00 113.62 0.00 0.00 4.07
-127.00 106.98 0.00 0.00 3.99
-127.00 97.02 0.00 0.00 4.03
41.06 106.98 0.00 0.00 4.11
-127.00 116.11 0.00 0.00 4.03
-127.00 113.62 0.00 0.00 4.11
-127.00 106.98 0.00 0.00 4.19
-127.00 80.42 0.00 0.00 4.15
-127.00 114.45 0.00 0.00 4.15
-127.00 101.17 0.00 0.00 4.11
-127.00 115.28 0.00 0.00 4.07
-127.00 106.98 0.00 0.00 3.92
-127.00 93.70 0.00 0.00 3.95
-127.00 109.47 0.00 0.00 3.95
-127.00 105.32 0.00 0.00 4.03
-127.00 99.51 0.00 0.00 3.99
-127.00 104.49 0.00 0.00 4.05
-127.00 95.36 0.00 0.00 3.89
-127.00 96.19 0.00 0.00 3.92
-127.00 99.51 0.00 0.00 4.01
-127.00 114.45 0.00 0.00 3.93
-127.00 99.51 0.00 0.00 4.05
-127.00 121.09 0.00 0.00 2.07
-127.00 101.17 0.00 0.00 1.29
-127.00 105.32 0.00 0.00 1.21
-127.00 121.09 0.00 0.00 1.44
-127.00 114.45 0.00 0.00 2.18
-127.00 97.85 0.00 0.00 1.48
-127.00 104.49 0.00 0.00 1.44
-127.00 104.49 0.00 0.00 1.83
-127.00 94.53 0.00 0.00 1.90
-127.00 114.45 0.00 0.00 1.95
-127.00 101.17 0.00 0.00 1.91
-127.00 97.02 0.00 0.00 1.43
-127.00 105.32 0.00 0.00 1.25
-127.00 96.19 0.00 0.00 1.16
-127.00 93.70 0.00 0.00 1.16
-127.00 97.85 0.00 0.00 1.17
-127.00 124.41 0.00 0.00 1.66
-127.00 101.17 0.00 0.00 1.91
-127.00 106.15 0.00 0.00 1.66
-127.00 117.77 0.00 0.00 1.35
-127.00 122.75 0.00 0.00 1.27
-127.00 108.64 0.00 0.00 1.31
-127.00 111.13 0.00 0.00 2.52
-127.00 98.68 0.00 0.00 2.83
-127.00 102.00 0.00 0.00 1.31
-127.00 111.13 0.00 0.00 1.05
-127.00 103.66 0.00 0.00 0.81
-127.00 104.49 0.00 0.00 0.89
-127.00 107.81 0.00 0.00 0.81
-127.00 104.49 0.00 0.00 0.85
41.50 101.17 0.00 0.00 0.81
-127.00 103.66 0.00 0.00 0.85
-127.00 111.96 0.00 0.00 0.85
-127.00 99.51 0.00 0.00 0.85
-127.00 102.00 0.00 0.00 0.85
-127.00 106.15 0.00 0.00 0.85
-127.00 99.51 0.00 0.00 0.77
-127.00 97.85 0.00 0.00 0.77
-127.00 102.83 0.00 0.00 0.77
-127.00 115.28 0.00 0.00 0.81
-127.00 105.32 0.00 0.00 0.77
-127.00 106.98 0.00 0.00 0.81
-127.00 112.79 0.00 0.00 0.85
-127.00 108.64 0.00 0.00 0.80
-127.00 110.30 0.00 0.00 0.85
-127.00 114.45 0.00 0.00 0.81
-127.00 106.98 0.00 0.00 0.85
-127.00 100.34 0.00 0.00 0.83
-127.00 108.64 0.00 0.00 0.80
-127.00 110.30 0.00 0.00 0.83
-127.00 92.87 0.00 0.00 0.83
-127.00 97.02 0.00 0.00 0.83
-127.00 116.11 0.00 0.00 0.83
-127.00 99.51 0.00 0.00 0.85
-127.00 91.21 0.00 0.00 0.85
-127.00 93.70 0.00 0.00 0.83
-127.00 108.64 0.00 0.00 0.81
-127.00 96.19 0.00 0.00 0.83
-127.00 105.32 0.00 0.00 0.87
-127.00 93.70 0.00 0.00 0.83
-127.00 108.64 0.00 0.00 0.83
-127.00 111.13 0.00 0.00 0.87
-127.00 105.32 0.00 0.00 0.87
-127.00 101.17 0.00 0.00 0.91
38.88 112.79 0.00 0.00 0.87
-127.00 94.53 0.00 0.00 0.91
-127.00 100.34 0.00 0.00 0.91
38.81 97.85 0.00 0.00 0.87
-127.00 104.49 0.00 0.00 0.91
-127.00 103.66 0.00 0.00 0.91
-127.00 92.87 0.00 0.00 0.91
-127.00 104.49 0.00 0.00 0.91
-127.00 104.49 0.00 0.00 0.91
38.63 102.83 0.00 0.00 0.91
-127.00 130.22 0.00 0.00 0.87
-127.00 100.34 0.00 0.00 0.91
-127.00 127.73 0.00 0.00 0.91
38.50 116.94 0.00 0.00 0.91
-127.00 94.53 0.00 0.00 0.95
-127.00 97.02 0.00 0.00 0.91
-127.00 113.62 0.00 0.00 0.91
-127.00 93.70 0.00 0.00 0.95
-127.00 114.45 0.00 0.00 0.99
-127.00 106.98 0.00 0.00 0.95
-127.00 102.00 0.00 0.00 0.95
-127.00 96.19 0.00 0.00 0.95
-127.00 103.66 0.00 0.00 0.94
-127.00 94.53 0.00 0.00 0.95
-127.00 97.85 0.00 0.00 0.99
-127.00 99.51 0.00 0.00 0.95
-127.00 99.51 0.00 0.00 0.99
-127.00 98.68 0.00 0.00 0.99
-127.00 100.34 0.00 0.00 0.99
-127.00 102.00 0.00 0.00 0.99
-127.00 111.13 0.00 0.00 0.99
-127.00 128.56 0.00 0.00 0.99
-127.00 111.96 0.00 0.00 1.01
-127.00 97.02 0.00 0.00 1.07
-127.00 108.64 0.00 0.00 1.14
-127.00 123.58 0.00 0.00 1.63
-127.00 100.34 0.00 0.00 2.04
-127.00 116.94 0.00 0.00 2.41
-127.00 92.87 0.00 0.00 2.15
38.94 79.59 0.00 0.00 2.39
-127.00 104.49 0.00 0.00 2.42
-127.00 113.62 0.00 0.00 1.18
-127.00 106.98 0.00 0.00 0.99
-127.00 114.45 0.00 0.00 0.91
-127.00 109.47 0.00 0.00 0.91
39.06 112.79 0.00 0.00 0.91
-127.00 105.32 0.00 0.00 0.91
39.06 97.85 0.00 0.00 0.95
39.06 103.66 0.00 0.00 0.99
39.06 109.47 0.00 0.00 1.11
39.13 106.15 0.00 0.00 1.18
-127.00 104.49 0.00 0.00 0.95
-127.00 92.87 0.00 0.00 0.83
-127.00 119.43 0.00 0.00 0.99
-127.00 114.45 0.00 0.00 0.99
-127.00 101.17 0.00 0.00 0.95
-127.00 106.15 0.00 0.00 0.99
-127.00 110.30 0.00 0.00 0.83
-127.00 104.49 0.00 0.00 0.91
-127.00 115.28 0.00 0.00 0.95
-127.00 97.02 0.00 0.00 0.91
-127.00 92.87 0.00 0.00 0.91
-127.00 112.79 0.00 0.00 0.91
-127.00 109.47 0.00 0.00 0.91
-127.00 111.13 0.00 0.00 0.87
-127.00 102.00 0.00 0.00 0.87
-127.00 93.70 0.00 0.00 0.83
-127.00 102.83 0.00 0.00 0.87
-127.00 97.02 0.00 0.00 0.91
-127.00 101.17 0.00 0.00 0.87
-127.00 101.17 0.00 0.00 0.91
-127.00 108.64 0.00 0.00 0.87
39.06 108.64 0.00 0.00 0.90
-127.00 90.38 0.00 0.00 0.95
-127.00 111.13 0.00 0.00 0.91
-127.00 90.38 0.00 0.00 0.91
-127.00 118.60 0.00 0.00 0.87
-127.00 103.66 0.00 0.00 0.91
-127.00 128.56 0.00 0.00 0.90
-127.00 113.62 0.00 0.00 0.91
-127.00 106.98 0.00 0.00 0.91
38.75 90.38 0.00 0.00 0.91
38.69 87.89 0.00 0.00 0.95
-127.00 111.96 0.00 0.00 0.99
-127.00 101.17 0.00 0.00 0.99
-127.00 96.19 0.00 0.00 0.99
-127.00 113.62 0.00 0.00 0.94
-127.00 96.19 0.00 0.00 0.99
-127.00 112.79 0.00 0.00 0.98
38.69 98.68 0.00 0.00 0.99
-127.00 90.38 0.00 0.00 0.99
38.31 106.15 0.00 0.00 0.99
38.25 108.64 0.00 0.00 0.98
38.25 100.34 0.00 0.00 1.03
38.19 105.32 0.00 0.00 1.01
38.13 110.30 0.00 0.00 1.01
38.06 114.45 0.00 0.00 1.03
38.06 94.53 0.00 0.00 1.07
-127.00 108.64 0.00 0.00 1.03
-127.00 106.98 0.00 0.00 1.07
-127.00 102.00 0.00 0.00 1.05
-127.00 115.28 0.00 0.00 1.11
-127.00 112.79 0.00 0.00 1.11
-127.00 103.66 0.00 0.00 1.11
-127.00 110.30 0.00 0.00 1.11
-127.00 114.45 0.00 0.00 1.07
-127.00 104.49 0.00 0.00 1.11
-127.00 114.45 0.00 0.00 1.11
-127.00 108.64 0.00 0.00 1.11
-127.00 113.62 0.00 0.00 1.14
-127.00 115.28 0.00 0.00 1.09
-127.00 105.32 0.00 0.00 1.14
-127.00 97.02 0.00 0.00 1.14
-127.00 100.34 0.00 0.00 1.14
-127.00 114.45 0.00 0.00 1.18
37.69 136.86 0.00 0.00 1.18
-127.00 108.64 0.00 0.00 1.17
-127.00 117.77 0.00 0.00 1.13
-127.00 105.32 0.00 0.00 1.13
37.56 103.66 0.00 0.00 1.26
-127.00 112.79 0.00 0.00 1.21
-127.00 115.28 0.00 0.00 1.21
-127.00 97.85 0.00 0.00 1.22
-127.00 110.30 0.00 0.00 1.25
-127.00 103.66 0.00 0.00 1.25
-127.00 113.62 0.00 0.00 1.25
-127.00 102.83 0.00 0.00 1.26
-127.00 92.87 0.00 0.00 1.29
-127.00 114.45 0.00 0.00 1.29
-127.00 103.66 0.00 0.00 1.29
37.56 95.36 0.00 0.00 1.34
-127.00 109.47 0.00 0.00 1.32
-127.00 97.85 0.00 0.00 1.34
37.63 108.64 0.00 0.00 1.32
-127.00 113.62 0.00 0.00 1.30
37.63 84.57 0.00 0.00 1.32
-127.00 97.85 0.00 0.00 1.30
37.63 102.83 0.00 0.00 1.38
37.63 113.62 0.00 0.00 1.32
37.63 113.62 0.00 0.00 1.34
37.69 97.85 0.00 0.00 1.34
37.69 96.19 0.00 0.00 1.34
37.75 103.66 0.00 0.00 1.36
37.75 99.51 0.00 0.00 1.42
37.81 100.34 0.00 0.00 1.38
-127.00 94.53 0.00 0.00 1.40
-127.00 96.19 0.00 0.00 1.38
-127.00 115.28 0.00 0.00 1.44
-127.00 99.51 0.00 0.00 1.38
-127.00 105.32 0.00 0.00 1.56
-127.00 111.96 0.00 0.00 1.34
37.81 96.19 0.00 0.00 1.32
37.75 104.49 0.00 0.00 1.26
37.75 110.30 0.00 0.00 1.30
-127.00 104.49 0.00 0.00 1.30
-127.00 121.92 0.00 0.00 1.17
-127.00 93.70 0.00 0.00 1.30
37.75 101.17 0.00 0.00 1.26
-127.00 97.02 0.00 0.00 1.17
-127.00 134.37 0.00 0.00 1.29
-127.00 99.51 0.00 0.00 1.18
-127.00 104.49 0.00 0.00 1.18
-127.00 102.00 0.00 0.00 1.14
-127.00 97.85 0.00 0.00 1.26
-127.00 109.47 0.00 0.00 1.14
-127.00 102.83 0.00 0.00 1.18
-127.00 100.34 0.00 0.00 1.18
-127.00 104.49 0.00 0.00 1.17
-127.00 116.94 0.00 0.00 1.21
-127.00 111.13 0.00 0.00 1.21
-127.00 102.83 0.00 0.00 1.25
37.69 105.32 0.00 0.00 1.25
-127.00 115.28 0.00 0.00 1.30
37.81 94.53 0.00 0.00 1.32
37.94 102.00 0.00 0.00 1.61
37.94 103.66 0.00 0.00 1.29
-127.00 87.89 0.00 0.00 1.17
38.00 111.13 0.00 0.00 1.14
38.00 93.70 0.00 0.00 1.25
-127.00 111.13 0.00 0.00 1.29
-127.00 105.32 0.00 0.00 1.26
-127.00 108.64 0.00 0.00 1.26
-127.00 109.47 0.00 0.00 1.17
38.06 106.15 0.00 0.00 1.13
-127.00 81.25 0.00 0.00 1.26
-127.00 100.34 0.00 0.00 1.22
-127.00 120.26 0.00 0.00 1.29
-127.00 106.15 0.00 0.00 1.26
38.25 102.83 0.00 0.00 1.13
38.25 102.83 0.00 0.00 1.40
-127.00 110.30 0.00 0.00 1.42
-127.00 102.00 0.00 0.00 1.57
38.44 101.17 0.00 0.00 1.92
38.56 120.26 0.00 0.00 2.04
38.63 91.21 0.00 0.00 1.73
38.63 121.92 0.00 0.00 1.49
38.63 106.98 0.00 0.00 1.49
38.69 103.66 0.00 0.00 1.45
-127.00 111.13 0.00 0.00 1.40
-127.00 106.15 0.00 0.00 1.40
-127.00 116.94 0.00 0.00 1.26
-127.00 100.34 0.00 0.00 1.49
38.75 106.98 0.00 0.00 1.42
-127.00 94.53 0.00 0.00 1.44
-127.00 103.66 0.00 0.00 2.08
-127.00 107.81 0.00 0.00 2.95
-127.00 97.85 0.00 0.00 3.70
-127.00 100.34 0.00 0.00 3.86
-127.00 97.02 0.00 0.00 3.90
-127.00 87.06 0.00 0.00 4.10
-127.00 96.19 0.00 0.00 4.05
-127.00 89.55 0.00 0.00 4.11
-127.00 97.02 0.00 0.00 4.13
40.25 107.81 0.00 0.00 1.65
-127.00 100.34 0.00 0.00 2.79
-127.00 87.89 0.00 0.00 2.52
41.13 114.45 0.00 0.00 4.15
-127.00 93.70 0.00 0.00 4.17
-127.00 97.02 0.00 0.00 4.23
-127.00 101.17 0.00 0.00 1.70
42.00 87.89 0.00 0.00 4.23
-127.00 94.53 0.00 0.00 4.11
-127.00 109.47 0.00 0.00 4.23
-127.00 120.26 0.00 0.00 4.19
-127.00 110.30 0.00 0.00 4.23
-127.00 110.30 0.00 0.00 4.19
-127.00 121.92 0.00 0.00 4.23
-127.00 101.17 0.00 0.00 4.19
-127.00 101.17 0.00 0.00 4.23
-127.00 110.30 0.00 0.00 4.24
-127.00 100.34 0.00 0.00 4.24
-127.00 106.15 0.00 0.00 4.21
-127.00 103.66 0.00 0.00 4.24
-127.00 97.02 0.00 0.00 4.24
-127.00 121.09 0.00 0.00 4.24
-127.00 107.81 0.00 0.00 4.28
-127.00 106.98 0.00 0.00 4.28
-127.00 104.49 0.00 0.00 4.28
-127.00 97.02 0.00 0.00 4.32
-127.00 103.66 0.00 0.00 4.32
-127.00 114.45 0.00 0.00 4.36
-127.00 93.70 0.00 0.00 4.40
46.69 97.02 0.00 0.00 4.40
46.81 123.58 0.00 0.00 4.36
46.94 97.85 0.00 0.00 4.40
47.06 92.87 0.00 0.00 4.40
47.06 114.45 0.00 0.00 4.44
47.19 92.04 0.00 0.00 4.38
47.44 104.49 0.00 0.00 4.50
47.63 98.68 0.00 0.00 4.48
47.75 104.49 0.00 0.00 4.57
47.88 117.77 0.00 0.00 4.52
-127.00 97.85 0.00 0.00 4.53
48.06 105.32 0.00 0.00 4.50
-127.00 97.85 0.00 0.00 4.53
-127.00 127.73 0.00 0.00 4.57
-127.00 105.32 0.00 0.00 4.50
-127.00 111.13 0.00 0.00 4.53
-127.00 102.83 0.00 0.00 2.51
-127.00 105.32 0.00 0.00 4.50
-127.00 110.30 0.00 0.00 4.51
-127.00 103.66 0.00 0.00 4.59
-127.00 106.15 0.00 0.00 4.51
-127.00 100.34 0.00 0.00 4.46
-127.00 111.13 0.00 0.00 4.40
-127.00 112.79 0.00 0.00 4.40
-127.00 115.28 0.00 0.00 1.79
-127.00 100.34 0.00 0.00 4.53
-127.00 111.13 0.00 0.00 4.36
-127.00 114.45 0.00 0.00 4.49
-127.00 97.85 0.00 0.00 4.38
-127.00 108.64 0.00 0.00 4.30
-127.00 106.98 0.00 0.00 4.40
-127.00 102.00 0.00 0.00 4.32
-127.00 106.98 0.00 0.00 4.10
-127.00 99.51 0.00 0.00 4.34
-127.00 110.30 0.00 0.00 4.32
-127.00 107.81 0.00 0.00 4.28
-127.00 111.13 0.00 0.00 4.26
-127.00 95.36 0.00 0.00 4.38
-127.00 96.19 0.00 0.00 4.40
-127.00 114.45 0.00 0.00 1.81
-127.00 93.70 0.00 0.00 4.47
-127.00 118.60 0.00 0.00 4.53
-127.00 97.02 0.00 0.00 4.36
-127.00 83.74 0.00 0.00 4.34
-127.00 90.38 0.00 0.00 4.38
-127.00 97.02 0.00 0.00 4.55
-127.00 111.13 0.00 0.00 4.53
-127.00 114.45 0.00 0.00 3.34
-127.00 100.34 0.00 0.00 4.49
-127.00 111.13 0.00 0.00 4.49
-127.00 94.53 0.00 0.00 4.57
-127.00 109.47 0.00 0.00 4.49
-127.00 112.79 0.00 0.00 4.55
-127.00 97.85 0.00 0.00 4.57
-127.00 109.47 0.00 0.00 4.14
-127.00 100.34 0.00 0.00 4.10
-127.00 98.68 0.00 0.00 4.49
-127.00 116.11 0.00 0.00 4.57
-127.00 99.51 0.00 0.00 4.65
-127.00 106.98 0.00 0.00 4.65
-127.00 80.42 0.00 0.00 4.61
-127.00 117.77 0.00 0.00 4.73
-127.00 120.26 0.00 0.00 4.73
-127.00 100.34 0.00 0.00 4.73
-127.00 91.21 0.00 0.00 4.73
-127.00 100.34 0.00 0.00 4.69
-127.00 83.74 0.00 0.00 4.34
-127.00 104.49 0.00 0.00 2.23
-127.00 116.11 0.00 0.00 2.07
-127.00 108.64 0.00 0.00 2.31
-127.00 111.13 0.00 0.00 3.63
-127.00 108.64 0.00 0.00 4.65
-127.00 117.77 0.00 0.00 4.69
-127.00 102.00 0.00 0.00 4.57
-127.00 110.30 0.00 0.00 4.49
-127.00 103.66 0.00 0.00 4.41
-127.00 118.60 0.00 0.00 4.41
-127.00 96.19 0.00 0.00 4.10
-127.00 116.94 0.00 0.00 4.26
-127.00 103.66 0.00 0.00 4.26
-127.00 103.66 0.00 0.00 4.10
-127.00 120.26 0.00 0.00 4.20
-127.00 92.87 0.00 0.00 4.10
-127.00 110.30 0.00 0.00 4.06
-127.00 92.04 0.00 0.00 3.83
-127.00 113.62 0.00 0.00 1.68
-127.00 97.02 0.00 0.00 3.67
-127.00 91.21 0.00 0.00 4.06
-127.00 101.17 0.00 0.00 1.69
-127.00 110.30 0.00 0.00 1.68
-127.00 94.53 0.00 0.00 4.08
-127.00 132.71 0.00 0.00 3.99
-127.00 103.66 0.00 0.00 3.32
-127.00 106.15 0.00 0.00 3.71
-127.00 99.51 0.00 0.00 2.23
-127.00 108.64 0.00 0.00 2.15
-127.00 101.17 0.00 0.00 1.60
-127.00 127.73 0.00 0.00 1.60
-127.00 106.15 0.00 0.00 1.41
-127.00 118.60 0.00 0.00 1.45
-127.00 94.53 0.00 0.00 1.47
-127.00 101.17 0.00 0.00 2.13
-127.00 102.00 0.00 0.00 3.73
-127.00 106.98 0.00 0.00 3.95
-127.00 108.64 0.00 0.00 3.99
-127.00 92.04 0.00 0.00 3.99
-127.00 113.62 0.00 0.00 3.87
-127.00 97.85 0.00 0.00 3.95
-127.00 106.15 0.00 0.00 3.99
-127.00 109.47 0.00 0.00 4.02
-127.00 113.62 0.00 0.00 4.02
-127.00 91.21 0.00 0.00 3.95
-127.00 120.26 0.00 0.00 3.95
-127.00 95.36 0.00 0.00 3.99
-127.00 92.04 0.00 0.00 3.95
-127.00 103.66 0.00 0.00 3.95
-127.00 93.70 0.00 0.00 1.41
-127.00 95.36 0.00 0.00 3.83
-127.00 100.34 0.00 0.00 3.83
-127.00 104.49 0.00 0.00 3.83
-127.00 111.96 0.00 0.00 3.63
-127.00 99.51 0.00 0.00 3.71
-127.00 97.02 0.00 0.00 3.79
-127.00 102.83 0.00 0.00 3.79
-127.00 94.53 0.00 0.00 3.75
-127.00 98.68 0.00 0.00 3.79
-127.00 87.89 0.00 0.00 3.79
-127.00 102.00 0.00 0.00 1.29
-127.00 96.19 0.00 0.00 1.29
-127.00 111.13 0.00 0.00 3.92
-127.00 95.36 0.00 0.00 3.36
-127.00 90.38 0.00 0.00 1.37
-127.00 102.83 0.00 0.00 1.05
50.69 106.15 0.00 0.00 0.98
-127.00 86.23 0.00 0.00 0.86
-127.00 118.60 0.00 0.00 0.98
-127.00 114.45 0.00 0.00 1.21
-127.00 92.04 0.00 0.00 1.17
-127.00 102.83 0.00 0.00 0.98
49.63 119.43 0.00 0.00 0.91
-127.00 104.49 0.00 0.00 0.87
-127.00 100.34 0.00 0.00 0.99
-127.00 102.00 0.00 0.00 0.78
-127.00 110.30 0.00 0.00 0.86
-127.00 102.00 0.00 0.00 0.79
-127.00 106.15 0.00 0.00 0.78
-127.00 117.77 0.00 0.00 0.90
-127.00 132.71 0.00 0.00 0.79
-127.00 94.53 0.00 0.00 0.83
-127.00 111.13 0.00 0.00 0.87
-127.00 96.19 0.00 0.00 0.89
-127.00 101.17 0.00 0.00 0.87
-127.00 106.15 0.00 0.00 0.81
-127.00 100.34 0.00 0.00 0.85
-127.00 121.92 0.00 0.00 0.87
-127.00 114.45 0.00 0.00 0.83
-127.00 108.64 0.00 0.00 0.87
-127.00 118.60 0.00 0.00 0.87
-127.00 106.15 0.00 0.00 0.87
-127.00 106.98 0.00 0.00 0.83
-127.00 102.83 0.00 0.00 0.83
-127.00 96.19 0.00 0.00 0.87
-127.00 121.92 0.00 0.00 0.83
-127.00 114.45 0.00 0.00 0.89
-127.00 93.70 0.00 0.00 0.83
-127.00 112.79 0.00 0.00 0.83
-127.00 126.07 0.00 0.00 0.83
-127.00 121.09 0.00 0.00 0.86
-127.00 122.75 0.00 0.00 0.79
-127.00 111.13 0.00 0.00 0.87
-127.00 106.15 0.00 0.00 0.83
-127.00 92.87 0.00 0.00 0.83
-127.00 97.02 0.00 0.00 0.83
-127.00 106.15 0.00 0.00 0.83
-127.00 93.70 0.00 0.00 0.82
-127.00 96.19 0.00 0.00 0.83
-127.00 106.98 0.00 0.00 0.83
-127.00 111.96 0.00 0.00 0.83
-127.00 110.30 0.00 0.00 0.90
-127.00 119.43 0.00 0.00 0.82
-127.00 97.02 0.00 0.00 0.82
-127.00 109.47 0.00 0.00 0.86
-127.00 98.68 0.00 0.00 0.82
-127.00 106.15 0.00 0.00 0.82
-127.00 97.85 0.00 0.00 0.86
-127.00 105.32 0.00 0.00 0.82
-127.00 144.33 0.00 0.00 0.82
-127.00 108.64 0.00 0.00 0.86
-127.00 92.04 0.00 0.00 0.86
43.25 90.38 0.00 0.00 0.82
-127.00 119.43 0.00 0.00 0.83
-127.00 111.96 0.00 0.00 0.86
-127.00 97.02 0.00 0.00 0.82
-127.00 106.98 0.00 0.00 0.86
42.88 121.09 0.00 0.00 0.90
42.81 93.70 0.00 0.00 0.86
-127.00 107.81 0.00 0.00 0.86
42.69 98.68 0.00 0.00 0.82
-127.00 97.02 0.00 0.00 0.86
42.63 110.30 0.00 0.00 0.86
-127.00 97.02 0.00 0.00 0.86
-127.00 98.68 0.00 0.00 0.90
42.25 102.00 0.00 0.00 0.86
-127.00 102.83 0.00 0.00 0.86
-127.00 117.77 0.00 0.00 0.90
42.13 92.04 0.00 0.00 0.86
41.88 111.13 0.00 0.00 0.90
41.75 97.02 0.00 0.00 0.90
41.63 107.81 0.00 0.00 0.90
41.50 95.36 0.00 0.00 0.90
41.50 99.51 0.00 0.00 0.90
41.44 102.00 0.00 0.00 0.90
41.31 112.79 0.00 0.00 0.89
41.25 102.00 0.00 0.00 1.02
41.19 109.47 0.00 0.00 0.89
41.13 92.87 0.00 0.00 0.98
41.13 90.38 0.00 0.00 0.92
41.06 110.30 0.00 0.00 0.92
41.00 104.49 0.00 0.00 0.92
41.00 105.32 0.00 0.00 0.92
40.94 89.55 0.00 0.00 0.96
40.88 104.49 0.00 0.00 0.92
40.88 106.15 0.00 0.00 0.96
40.81 102.00 0.00 0.00 0.94
40.81 97.02 0.00 0.00 0.92
40.75 90.38 0.00 0.00 0.98
40.75 103.66 0.00 0.00 0.96
40.75 105.32 0.00 0.00 1.02
40.75 96.19 0.00 0.00 0.98
40.75 96.19 0.00 0.00 0.96
40.69 119.43 0.00 0.00 0.96
40.63 93.70 0.00 0.00 1.00
40.63 107.81 0.00 0.00 0.96
40.63 84.57 0.00 0.00 1.00
40.56 103.66 0.00 0.00 1.04
40.56 102.00 0.00 0.00 1.00
40.56 108.64 0.00 0.00 1.04
40.50 103.66 0.00 0.00 1.00
40.50 103.66 0.00 0.00 1.04
40.50 83.74 0.00 0.00 1.04
40.50 102.00 0.00 0.00 1.08
