Start write data to file
40.50 97.02 0.00 0.00 1.04
40.50 98.68 0.00 0.00 1.08
40.50 97.02 0.00 0.00 1.08
40.50 102.00 0.00 0.00 1.12
40.56 89.55 0.00 0.00 1.08
40.56 100.34 0.00 0.00 1.12
40.56 107.81 0.00 0.00 1.12
40.56 87.06 0.00 0.00 1.12
40.56 110.30 0.00 0.00 1.16
40.56 107.81 0.00 0.00 1.16
40.56 97.85 0.00 0.00 1.20
40.56 92.04 0.00 0.00 1.12
40.56 101.17 0.00 0.00 1.20
40.63 104.49 0.00 0.00 1.27
40.63 111.13 0.00 0.00 1.31
40.63 99.51 0.00 0.00 1.35
40.63 99.51 0.00 0.00 1.43
40.69 105.32 0.00 0.00 1.51
40.69 104.49 0.00 0.00 1.27
40.69 117.77 0.00 0.00 1.31
40.75 111.13 0.00 0.00 1.70
40.88 103.66 0.00 0.00 2.17
41.00 108.64 0.00 0.00 2.56
41.19 100.34 0.00 0.00 2.83
41.44 83.74 0.00 0.00 3.53
41.75 115.28 0.00 0.00 3.76
-127.00 117.77 0.00 0.00 3.88
42.31 97.02 0.00 0.00 3.78
42.63 94.53 0.00 0.00 3.76
42.94 104.49 0.00 0.00 3.78
43.19 90.38 0.00 0.00 3.84
-127.00 90.38 0.00 0.00 3.76
-127.00 114.45 0.00 0.00 3.74
-127.00 95.36 0.00 0.00 3.86
-127.00 97.85 0.00 0.00 3.78
-127.00 110.30 0.00 0.00 3.78
-127.00 102.00 0.00 0.00 3.78
-127.00 102.83 0.00 0.00 1.68
-127.00 100.34 0.00 0.00 3.78
-127.00 93.70 0.00 0.00 3.78
-127.00 102.83 0.00 0.00 3.87
-127.00 107.81 0.00 0.00 3.70
-127.00 111.96 0.00 0.00 3.79
-127.00 107.81 0.00 0.00 1.68
-127.00 106.98 0.00 0.00 3.70
-127.00 103.66 0.00 0.00 3.74
46.38 90.38 0.00 0.00 3.78
-127.00 100.34 0.00 0.00 3.83
-127.00 102.83 0.00 0.00 3.79
-127.00 113.62 0.00 0.00 3.87
-127.00 98.68 0.00 0.00 3.83
-127.00 95.36 0.00 0.00 3.87
-127.00 109.47 0.00 0.00 3.87
-127.00 94.53 0.00 0.00 3.29
-127.00 87.06 0.00 0.00 3.02
-127.00 91.21 0.00 0.00 2.12
-127.00 97.85 0.00 0.00 1.65
-127.00 98.68 0.00 0.00 1.85
-127.00 94.53 0.00 0.00 2.43
-127.00 95.36 0.00 0.00 1.57
-127.00 119.43 0.00 0.00 3.76
-127.00 104.49 0.00 0.00 3.76
-127.00 103.66 0.00 0.00 3.68
-127.00 114.45 0.00 0.00 3.76
-127.00 84.57 0.00 0.00 1.63
-127.00 90.38 0.00 0.00 3.72
-127.00 100.34 0.00 0.00 3.56
-127.00 96.19 0.00 0.00 3.37
-127.00 103.66 0.00 0.00 1.53
-127.00 103.66 0.00 0.00 3.39
-127.00 121.09 0.00 0.00 3.46
-127.00 103.66 0.00 0.00 2.59
-127.00 102.83 0.00 0.00 1.81
-127.00 91.21 0.00 0.00 1.51
-127.00 119.43 0.00 0.00 1.89
-127.00 105.32 0.00 0.00 2.29
-127.00 114.45 0.00 0.00 2.55
-127.00 104.49 0.00 0.00 2.98
-127.00 106.15 0.00 0.00 3.29
-127.00 118.60 0.00 0.00 3.21
-127.00 94.53 0.00 0.00 1.39
-127.00 95.36 0.00 0.00 3.42
-127.00 132.71 0.00 0.00 3.42
-127.00 92.04 0.00 0.00 3.25
-127.00 118.60 0.00 0.00 2.80
-127.00 105.32 0.00 0.00 2.33
-127.00 114.45 0.00 0.00 1.98
-127.00 110.30 0.00 0.00 1.20
-127.00 97.02 0.00 0.00 2.33
-127.00 101.17 0.00 0.00 1.85
-127.00 95.36 0.00 0.00 1.28
-127.00 100.34 0.00 0.00 1.04
-127.00 104.49 0.00 0.00 1.00
-127.00 95.36 0.00 0.00 0.99
-127.00 112.79 0.00 0.00 1.03
-127.00 106.98 0.00 0.00 1.04
-127.00 102.83 0.00 0.00 0.99
-127.00 101.17 0.00 0.00 1.07
-127.00 111.13 0.00 0.00 0.99
-127.00 108.64 0.00 0.00 0.95
-127.00 101.17 0.00 0.00 0.99
-127.00 103.66 0.00 0.00 0.94
-127.00 93.70 0.00 0.00 0.91
-127.00 98.68 0.00 0.00 0.90
-127.00 105.32 0.00 0.00 0.95
-127.00 100.34 0.00 0.00 0.91
-127.00 101.17 0.00 0.00 0.91
-127.00 107.81 0.00 0.00 0.90
-127.00 90.38 0.00 0.00 0.95
-127.00 111.13 0.00 0.00 0.90
-127.00 114.45 0.00 0.00 0.90
-127.00 100.34 0.00 0.00 0.90
-127.00 101.17 0.00 0.00 0.91
-127.00 111.13 0.00 0.00 0.82
-127.00 100.34 0.00 0.00 0.90
-127.00 95.36 0.00 0.00 0.86
-127.00 102.83 0.00 0.00 0.90
-127.00 104.49 0.00 0.00 0.86
-127.00 97.02 0.00 0.00 0.91
-127.00 109.47 0.00 0.00 0.86
-127.00 101.17 0.00 0.00 0.86
-127.00 106.15 0.00 0.00 0.82
-127.00 105.32 0.00 0.00 0.82
-127.00 94.53 0.00 0.00 0.82
-127.00 96.19 0.00 0.00 0.82
-127.00 103.66 0.00 0.00 0.82
-127.00 107.81 0.00 0.00 0.82
-127.00 96.19 0.00 0.00 0.78
-127.00 97.02 0.00 0.00 0.82
-127.00 117.77 0.00 0.00 0.82
-127.00 109.47 0.00 0.00 0.82
-127.00 112.79 0.00 0.00 0.78
-127.00 95.36 0.00 0.00 0.82
-127.00 95.36 0.00 0.00 0.82
-127.00 92.87 0.00 0.00 0.78
43.19 96.19 0.00 0.00 0.78
-127.00 100.34 0.00 0.00 0.78
-127.00 83.74 0.00 0.00 0.82
-127.00 99.51 0.00 0.00 0.77
-127.00 94.53 0.00 0.00 0.82
42.94 111.13 0.00 0.00 0.78
-127.00 102.83 0.00 0.00 0.77
-127.00 106.98 0.00 0.00 0.81
-127.00 92.87 0.00 0.00 0.77
-127.00 112.79 0.00 0.00 0.82
-127.00 100.34 0.00 0.00 0.78
-127.00 106.98 0.00 0.00 0.78
-127.00 96.19 0.00 0.00 0.78
-127.00 100.34 0.00 0.00 0.77
-127.00 107.81 0.00 0.00 0.81
-127.00 102.83 0.00 0.00 0.78
-127.00 72.95 0.00 0.00 0.77
-127.00 108.64 0.00 0.00 0.77
-127.00 109.47 0.00 0.00 0.77
-127.00 106.98 0.00 0.00 0.77
-127.00 111.96 0.00 0.00 0.82
-127.00 105.32 0.00 0.00 0.77
41.88 103.66 0.00 0.00 0.81
41.69 100.34 0.00 0.00 0.81
-127.00 114.45 0.00 0.00 0.81
41.56 109.47 0.00 0.00 0.81
41.50 102.00 0.00 0.00 0.81
41.38 103.66 0.00 0.00 0.81
41.31 98.68 0.00 0.00 0.85
41.19 100.34 0.00 0.00 0.85
41.13 102.00 0.00 0.00 0.85
41.00 100.34 0.00 0.00 0.89
40.94 90.38 0.00 0.00 0.85
40.81 101.17 0.00 0.00 0.92
40.75 96.19 0.00 0.00 0.89
40.63 113.62 0.00 0.00 0.92
40.56 110.30 0.00 0.00 0.92
40.50 96.19 0.00 0.00 0.85
40.38 114.45 0.00 0.00 0.85
40.31 96.19 0.00 0.00 0.89
40.25 87.06 0.00 0.00 0.92
-127.00 121.09 0.00 0.00 0.95
-127.00 107.81 0.00 0.00 0.92
-127.00 89.55 0.00 0.00 0.92
-127.00 102.83 0.00 0.00 0.91
-127.00 90.38 0.00 0.00 0.94
-127.00 92.87 0.00 0.00 0.96
-127.00 102.83 0.00 0.00 0.92
-127.00 130.22 0.00 0.00 0.92
-127.00 94.53 0.00 0.00 0.96
-127.00 93.70 0.00 0.00 0.92
-127.00 107.81 0.00 0.00 0.92
-127.00 97.85 0.00 0.00 0.92
-127.00 87.06 0.00 0.00 1.00
-127.00 100.34 0.00 0.00 1.04
-127.00 111.13 0.00 0.00 1.00
-127.00 97.02 0.00 0.00 1.04
-127.00 101.17 0.00 0.00 1.00
-127.00 111.96 0.00 0.00 1.00
-127.00 107.81 0.00 0.00 1.00
-127.00 97.02 0.00 0.00 1.04
-127.00 100.34 0.00 0.00 1.04
-127.00 108.64 0.00 0.00 1.04
-127.00 120.26 0.00 0.00 1.04
-127.00 92.04 0.00 0.00 1.08
-127.00 97.85 0.00 0.00 1.08
-127.00 106.98 0.00 0.00 1.12
-127.00 101.17 0.00 0.00 1.12
-127.00 109.47 0.00 0.00 1.04
-127.00 106.15 0.00 0.00 1.08
-127.00 100.34 0.00 0.00 1.11
-127.00 105.32 0.00 0.00 1.04
-127.00 115.28 0.00 0.00 1.08
-127.00 106.15 0.00 0.00 1.12
-127.00 104.49 0.00 0.00 1.08
-127.00 107.81 0.00 0.00 1.12
-127.00 103.66 0.00 0.00 1.12
-127.00 106.15 0.00 0.00 1.16
-127.00 97.85 0.00 0.00 1.11
-127.00 101.17 0.00 0.00 1.12
-127.00 93.70 0.00 0.00 1.14
-127.00 95.36 0.00 0.00 1.16
39.69 87.06 0.00 0.00 1.16
-127.00 86.23 0.00 0.00 1.12
-127.00 108.64 0.00 0.00 1.11
-127.00 104.49 0.00 0.00 1.16
-127.00 100.34 0.00 0.00 1.16
-127.00 104.49 0.00 0.00 1.16
-127.00 101.17 0.00 0.00 1.16
-127.00 95.36 0.00 0.00 1.16
-127.00 128.56 0.00 0.00 1.16
-127.00 107.81 0.00 0.00 1.12
-127.00 94.53 0.00 0.00 1.16
-127.00 106.98 0.00 0.00 1.14
-127.00 111.13 0.00 0.00 1.20
-127.00 92.04 0.00 0.00 1.20
-127.00 98.68 0.00 0.00 1.18
-127.00 101.17 0.00 0.00 1.20
-127.00 94.53 0.00 0.00 1.20
-127.00 113.62 0.00 0.00 1.18
-127.00 102.00 0.00 0.00 1.20
-127.00 111.13 0.00 0.00 1.22
-127.00 99.51 0.00 0.00 1.24
-127.00 100.34 0.00 0.00 1.24
-127.00 126.07 0.00 0.00 1.24
-127.00 99.51 0.00 0.00 1.18
-127.00 110.30 0.00 0.00 1.30
-127.00 102.83 0.00 0.00 1.30
-127.00 100.34 0.00 0.00 1.27
-127.00 97.02 0.00 0.00 1.26
-127.00 92.04 0.00 0.00 1.31
-127.00 97.02 0.00 0.00 1.30
-127.00 104.49 0.00 0.00 1.35
-127.00 98.68 0.00 0.00 1.30
-127.00 101.17 0.00 0.00 1.31
-127.00 101.17 0.00 0.00 1.30
-127.00 100.34 0.00 0.00 1.35
-127.00 101.17 0.00 0.00 1.35
-127.00 105.32 0.00 0.00 1.34
-127.00 94.53 0.00 0.00 1.35
-127.00 106.15 0.00 0.00 1.34
-127.00 106.98 0.00 0.00 1.35
-127.00 106.98 0.00 0.00 1.35
-127.00 106.98 0.00 0.00 1.42
-127.00 106.98 0.00 0.00 1.45
-127.00 102.83 0.00 0.00 1.43
-127.00 101.17 0.00 0.00 3.02
-127.00 100.34 0.00 0.00 3.53
-127.00 107.81 0.00 0.00 3.53
-127.00 100.34 0.00 0.00 1.65
-127.00 113.62 0.00 0.00 3.64
-127.00 114.45 0.00 0.00 3.64
-127.00 106.98 0.00 0.00 3.68
-127.00 115.28 0.00 0.00 1.58
-127.00 110.30 0.00 0.00 3.57
-127.00 107.81 0.00 0.00 3.29
-127.00 114.45 0.00 0.00 2.83
-127.00 102.00 0.00 0.00 1.52
-127.00 108.64 0.00 0.00 2.26
-127.00 102.00 0.00 0.00 2.63
-127.00 115.28 0.00 0.00 2.92
-127.00 92.87 0.00 0.00 2.69
-127.00 104.49 0.00 0.00 2.03
-127.00 112.79 0.00 0.00 1.72
-127.00 115.28 0.00 0.00 1.58
-127.00 96.19 0.00 0.00 2.59
-127.00 99.51 0.00 0.00 3.02
-127.00 98.68 0.00 0.00 3.12
-127.00 103.66 0.00 0.00 3.12
-127.00 106.98 0.00 0.00 2.96
-127.00 103.66 0.00 0.00 3.19
-127.00 82.08 0.00 0.00 3.31
-127.00 99.51 0.00 0.00 3.31
-127.00 92.87 0.00 0.00 3.12
-127.00 102.00 0.00 0.00 1.52
-127.00 107.81 0.00 0.00 2.01
-127.00 108.64 0.00 0.00 1.79
-127.00 110.30 0.00 0.00 2.07
-127.00 100.34 0.00 0.00 2.45
-127.00 105.32 0.00 0.00 2.49
-127.00 92.87 0.00 0.00 2.92
-127.00 99.51 0.00 0.00 3.15
-127.00 99.51 0.00 0.00 3.23
-127.00 89.55 0.00 0.00 3.39
-127.00 116.94 0.00 0.00 3.47
-127.00 107.81 0.00 0.00 1.52
-127.00 102.83 0.00 0.00 3.39
-127.00 102.00 0.00 0.00 3.35
-127.00 125.24 0.00 0.00 3.23
-127.00 106.98 0.00 0.00 3.15
-127.00 109.47 0.00 0.00 3.08
-127.00 90.38 0.00 0.00 3.04
-127.00 90.38 0.00 0.00 1.44
-127.00 103.66 0.00 0.00 3.08
-127.00 106.15 0.00 0.00 2.84
-127.00 105.32 0.00 0.00 1.33
-127.00 111.13 0.00 0.00 1.83
-127.00 101.17 0.00 0.00 1.25
-127.00 102.83 0.00 0.00 1.29
-127.00 103.66 0.00 0.00 1.25
-127.00 107.81 0.00 0.00 1.21
-127.00 99.51 0.00 0.00 1.21
-127.00 88.72 0.00 0.00 1.21
-127.00 100.34 0.00 0.00 1.21
-127.00 106.15 0.00 0.00 1.17
-127.00 111.13 0.00 0.00 1.20
-127.00 117.77 0.00 0.00 1.21
-127.00 85.40 0.00 0.00 1.21
-127.00 105.32 0.00 0.00 1.21
-127.00 102.83 0.00 0.00 1.21
-127.00 96.19 0.00 0.00 1.21
-127.00 113.62 0.00 0.00 1.24
-127.00 103.66 0.00 0.00 1.21
-127.00 105.32 0.00 0.00 1.21
-127.00 117.77 0.00 0.00 1.20
-127.00 121.09 0.00 0.00 1.25
-127.00 101.17 0.00 0.00 1.21
-127.00 114.45 0.00 0.00 1.29
-127.00 107.81 0.00 0.00 1.24
-127.00 103.66 0.00 0.00 1.31
-127.00 105.32 0.00 0.00 1.66
-127.00 111.96 0.00 0.00 2.53
-127.00 104.49 0.00 0.00 2.69
-127.00 83.74 0.00 0.00 2.77
-127.00 90.38 0.00 0.00 2.57
-127.00 95.36 0.00 0.00 2.45
-127.00 102.00 0.00 0.00 1.27
-127.00 99.51 0.00 0.00 1.95
-127.00 110.30 0.00 0.00 1.44
-127.00 102.83 0.00 0.00 1.37
-127.00 98.68 0.00 0.00 1.40
-127.00 90.38 0.00 0.00 1.40
-127.00 104.49 0.00 0.00 1.44
-127.00 113.62 0.00 0.00 1.52
-127.00 101.17 0.00 0.00 1.60
-127.00 95.36 0.00 0.00 1.70
-127.00 82.91 0.00 0.00 1.87
-127.00 105.32 0.00 0.00 2.07
-127.00 97.85 0.00 0.00 2.10
-127.00 117.77 0.00 0.00 1.93
-127.00 112.79 0.00 0.00 1.75
-127.00 114.45 0.00 0.00 1.99
-127.00 118.60 0.00 0.00 2.45
-127.00 107.81 0.00 0.00 2.59
-127.00 94.53 0.00 0.00 2.75
-127.00 115.28 0.00 0.00 2.88
-127.00 97.85 0.00 0.00 2.92
-127.00 98.68 0.00 0.00 1.40
-127.00 104.49 0.00 0.00 2.53
-127.00 100.34 0.00 0.00 2.45
-127.00 104.49 0.00 0.00 2.65
-127.00 117.77 0.00 0.00 2.30
-127.00 106.98 0.00 0.00 2.30
-127.00 97.02 0.00 0.00 2.96
-127.00 102.00 0.00 0.00 1.48
-127.00 107.81 0.00 0.00 3.06
-127.00 111.96 0.00 0.00 2.80
-127.00 100.34 0.00 0.00 1.44
-127.00 103.66 0.00 0.00 1.83
-127.00 93.70 0.00 0.00 1.55
43.94 106.98 0.00 0.00 1.52
-127.00 97.02 0.00 0.00 1.48
-127.00 101.17 0.00 0.00 1.44
-127.00 93.70 0.00 0.00 1.48
-127.00 101.17 0.00 0.00 1.48
-127.00 103.66 0.00 0.00 1.60
-127.00 105.32 0.00 0.00 1.48
-127.00 114.45 0.00 0.00 1.37
-127.00 107.81 0.00 0.00 1.72
-127.00 108.64 0.00 0.00 2.49
-127.00 101.17 0.00 0.00 3.15
-127.00 105.32 0.00 0.00 3.19
-127.00 109.47 0.00 0.00 2.84
-127.00 94.53 0.00 0.00 2.65
-127.00 119.43 0.00 0.00 2.03
-127.00 106.15 0.00 0.00 2.07
-127.00 110.30 0.00 0.00 2.26
-127.00 121.09 0.00 0.00 1.40
-127.00 93.70 0.00 0.00 2.88
-127.00 112.79 0.00 0.00 2.84
-127.00 114.45 0.00 0.00 2.53
-127.00 99.51 0.00 0.00 2.61
-127.00 103.66 0.00 0.00 2.38
-127.00 109.47 0.00 0.00 2.22
-127.00 103.66 0.00 0.00 2.38
-127.00 111.96 0.00 0.00 1.48
-127.00 109.47 0.00 0.00 2.38
-127.00 97.02 0.00 0.00 1.97
-127.00 100.34 0.00 0.00 2.49
-127.00 107.81 0.00 0.00 2.59
-127.00 126.07 0.00 0.00 3.08
-127.00 104.49 0.00 0.00 3.27
-127.00 111.13 0.00 0.00 3.23
-127.00 97.02 0.00 0.00 3.23
-127.00 97.02 0.00 0.00 3.19
-127.00 98.68 0.00 0.00 3.19
-127.00 102.00 0.00 0.00 3.15
-127.00 98.68 0.00 0.00 3.19
-127.00 112.79 0.00 0.00 1.53
-127.00 106.15 0.00 0.00 1.53
-127.00 85.40 0.00 0.00 1.48
-127.00 96.19 0.00 0.00 2.96
-127.00 94.53 0.00 0.00 1.60
-127.00 96.19 0.00 0.00 3.02
-127.00 99.51 0.00 0.00 1.50
-127.00 106.98 0.00 0.00 3.04
-127.00 106.15 0.00 0.00 3.05
-127.00 90.38 0.00 0.00 1.46
-127.00 119.43 0.00 0.00 3.00
-127.00 93.70 0.00 0.00 1.69
-127.00 97.85 0.00 0.00 1.46
-127.00 87.89 0.00 0.00 2.98
-127.00 110.30 0.00 0.00 1.46
-127.00 104.49 0.00 0.00 3.02
-127.00 98.68 0.00 0.00 2.94
-127.00 122.75 0.00 0.00 2.88
-127.00 126.07 0.00 0.00 2.86
-127.00 101.17 0.00 0.00 2.82
-127.00 114.45 0.00 0.00 2.82
-127.00 119.43 0.00 0.00 1.34
-127.00 103.66 0.00 0.00 2.47
-127.00 111.13 0.00 0.00 2.16
-127.00 116.11 0.00 0.00 1.65
-127.00 100.34 0.00 0.00 1.50
-127.00 98.68 0.00 0.00 1.37
-127.00 111.13 0.00 0.00 1.38
-127.00 106.98 0.00 0.00 1.42
-127.00 95.36 0.00 0.00 1.37
-127.00 101.17 0.00 0.00 1.44
-127.00 114.45 0.00 0.00 1.34
-127.00 92.87 0.00 0.00 1.25
-127.00 113.62 0.00 0.00 1.33
-127.00 103.66 0.00 0.00 1.50
-127.00 105.32 0.00 0.00 1.48
-127.00 104.49 0.00 0.00 1.75
-127.00 116.94 0.00 0.00 1.29
-127.00 87.89 0.00 0.00 1.33
-127.00 82.08 0.00 0.00 2.92
-127.00 103.66 0.00 0.00 3.00
-127.00 92.04 0.00 0.00 1.38
-127.00 111.13 0.00 0.00 3.12
-127.00 98.68 0.00 0.00 3.08
-127.00 100.34 0.00 0.00 1.42
-127.00 106.98 0.00 0.00 3.13
-127.00 111.13 0.00 0.00 3.13
-127.00 124.41 0.00 0.00 3.08
-127.00 102.00 0.00 0.00 3.08
-127.00 106.98 0.00 0.00 3.15
-127.00 106.98 0.00 0.00 3.17
-127.00 107.81 0.00 0.00 3.05
-127.00 94.53 0.00 0.00 3.05
-127.00 102.83 0.00 0.00 3.05
-127.00 96.19 0.00 0.00 1.42
-127.00 111.96 0.00 0.00 2.98
-127.00 92.04 0.00 0.00 1.38
-127.00 107.81 0.00 0.00 3.09
-127.00 93.70 0.00 0.00 3.02
-127.00 110.30 0.00 0.00 3.09
-127.00 92.04 0.00 0.00 3.05
-127.00 95.36 0.00 0.00 3.05
-127.00 101.17 0.00 0.00 3.02
-127.00 104.49 0.00 0.00 3.02
-127.00 112.79 0.00 0.00 2.94
-127.00 100.34 0.00 0.00 2.98
-127.00 104.49 0.00 0.00 2.90
-127.00 99.51 0.00 0.00 2.82
-127.00 110.30 0.00 0.00 2.90
-127.00 102.83 0.00 0.00 2.94
-127.00 98.68 0.00 0.00 3.09
-127.00 116.11 0.00 0.00 3.17
-127.00 97.85 0.00 0.00 3.13
-127.00 111.96 0.00 0.00 3.17
-127.00 107.81 0.00 0.00 3.15
-127.00 117.77 0.00 0.00 3.17
-127.00 110.30 0.00 0.00 3.13
-127.00 122.75 0.00 0.00 3.09
-127.00 94.53 0.00 0.00 3.13
-127.00 96.19 0.00 0.00 3.23
-127.00 100.34 0.00 0.00 3.09
-127.00 103.66 0.00 0.00 3.23
-127.00 97.02 0.00 0.00 3.13
-127.00 107.81 0.00 0.00 3.27
-127.00 106.98 0.00 0.00 3.30
-127.00 97.85 0.00 0.00 3.27
-127.00 102.83 0.00 0.00 1.38
-127.00 97.02 0.00 0.00 1.42
-127.00 92.04 0.00 0.00 3.17
-127.00 99.51 0.00 0.00 3.28
-127.00 91.21 0.00 0.00 3.19
-127.00 98.68 0.00 0.00 1.42
-127.00 111.96 0.00 0.00 3.24
-127.00 100.34 0.00 0.00 3.21
-127.00 94.53 0.00 0.00 3.13
-127.00 107.81 0.00 0.00 3.28
-127.00 121.92 0.00 0.00 3.08
-127.00 104.49 0.00 0.00 3.13
-127.00 107.81 0.00 0.00 3.09
-127.00 97.85 0.00 0.00 1.42
-127.00 114.45 0.00 0.00 2.77
-127.00 107.81 0.00 0.00 1.64
-127.00 114.45 0.00 0.00 2.51
-127.00 90.38 0.00 0.00 2.23
-127.00 97.02 0.00 0.00 2.24
-127.00 97.85 0.00 0.00 1.39
-127.00 97.85 0.00 0.00 2.76
-127.00 82.08 0.00 0.00 2.76
-127.00 93.70 0.00 0.00 2.69
-127.00 109.47 0.00 0.00 2.66
-127.00 109.47 0.00 0.00 1.33
-127.00 103.66 0.00 0.00 2.50
-127.00 103.66 0.00 0.00 1.22
-127.00 98.68 0.00 0.00 1.99
-127.00 101.17 0.00 0.00 1.98
-127.00 106.98 0.00 0.00 1.78
-127.00 90.38 0.00 0.00 1.70
-127.00 104.49 0.00 0.00 1.65
-127.00 120.26 0.00 0.00 1.82
-127.00 114.45 0.00 0.00 1.96
-127.00 102.00 0.00 0.00 1.94
-127.00 81.25 0.00 0.00 1.65
-127.00 99.51 0.00 0.00 1.42
-127.00 106.98 0.00 0.00 1.07
-127.00 110.30 0.00 0.00 1.22
-127.00 91.21 0.00 0.00 1.15
-127.00 99.51 0.00 0.00 1.11
-127.00 92.04 0.00 0.00 1.15
-127.00 116.11 0.00 0.00 1.03
-127.00 92.04 0.00 0.00 1.09
-127.00 104.49 0.00 0.00 1.03
-127.00 107.81 0.00 0.00 1.05
-127.00 88.72 0.00 0.00 1.07
-127.00 96.19 0.00 0.00 0.99
-127.00 107.81 0.00 0.00 1.07
-127.00 102.83 0.00 0.00 1.05
-127.00 106.98 0.00 0.00 0.99
-127.00 108.64 0.00 0.00 1.07
-127.00 95.36 0.00 0.00 1.05
-127.00 106.15 0.00 0.00 1.02
-127.00 125.24 0.00 0.00 1.02
-127.00 101.17 0.00 0.00 1.02
-127.00 107.81 0.00 0.00 1.02
-127.00 90.38 0.00 0.00 1.07
-127.00 100.34 0.00 0.00 1.05
-127.00 107.81 0.00 0.00 1.05
-127.00 104.49 0.00 0.00 1.05
-127.00 117.77 0.00 0.00 1.05
-127.00 96.19 0.00 0.00 1.05
-127.00 108.64 0.00 0.00 1.05
-127.00 114.45 0.00 0.00 1.09
-127.00 111.13 0.00 0.00 1.05
-127.00 111.96 0.00 0.00 1.09
-127.00 97.02 0.00 0.00 1.13
-127.00 107.81 0.00 0.00 1.13
-127.00 105.32 0.00 0.00 1.13
-127.00 102.83 0.00 0.00 1.21
-127.00 101.17 0.00 0.00 1.17
-127.00 110.30 0.00 0.00 1.17
-127.00 99.51 0.00 0.00 1.17
-127.00 101.17 0.00 0.00 1.21
-127.00 101.17 0.00 0.00 1.17
-127.00 112.79 0.00 0.00 1.13
-127.00 97.02 0.00 0.00 1.21
-127.00 112.79 0.00 0.00 1.29
-127.00 110.30 0.00 0.00 1.29
-127.00 103.66 0.00 0.00 1.25
-127.00 111.13 0.00 0.00 1.33
-127.00 112.79 0.00 0.00 1.17
-127.00 111.13 0.00 0.00 1.29
-127.00 101.17 0.00 0.00 1.37
-127.00 90.38 0.00 0.00 1.31
-127.00 116.11 0.00 0.00 1.37
-127.00 105.32 0.00 0.00 1.56
-127.00 103.66 0.00 0.00 1.68
-127.00 113.62 0.00 0.00 1.48
-127.00 104.49 0.00 0.00 1.21
-127.00 109.47 0.00 0.00 1.21
-127.00 106.98 0.00 0.00 1.33
-127.00 102.83 0.00 0.00 1.31
-127.00 99.51 0.00 0.00 1.43
-127.00 100.34 0.00 0.00 1.40
-127.00 102.83 0.00 0.00 1.48
-127.00 93.70 0.00 0.00 1.47
-127.00 115.28 0.00 0.00 1.64
-127.00 108.64 0.00 0.00 1.82
-127.00 109.47 0.00 0.00 1.95
-127.00 103.66 0.00 0.00 1.91
-127.00 101.17 0.00 0.00 2.18
-127.00 106.15 0.00 0.00 1.99
-127.00 107.81 0.00 0.00 2.14
-127.00 97.85 0.00 0.00 1.91
-127.00 111.13 0.00 0.00 1.91
-127.00 97.02 0.00 0.00 1.21
-127.00 121.09 0.00 0.00 2.49
-127.00 106.15 0.00 0.00 2.65
-127.00 103.66 0.00 0.00 2.77
-127.00 97.02 0.00 0.00 2.71
-127.00 100.34 0.00 0.00 2.77
-127.00 94.53 0.00 0.00 2.73
-127.00 116.11 0.00 0.00 2.73
-127.00 111.13 0.00 0.00 2.65
-127.00 97.02 0.00 0.00 2.69
-127.00 95.36 0.00 0.00 2.73
-127.00 115.28 0.00 0.00 2.77
-127.00 101.17 0.00 0.00 2.84
-127.00 100.34 0.00 0.00 1.21
-127.00 121.92 0.00 0.00 2.80
-127.00 107.81 0.00 0.00 2.84
-127.00 98.68 0.00 0.00 1.21
-127.00 102.83 0.00 0.00 2.88
-127.00 97.02 0.00 0.00 2.82
-127.00 98.68 0.00 0.00 2.86
-127.00 100.34 0.00 0.00 2.86
-127.00 115.28 0.00 0.00 2.90
-127.00 109.47 0.00 0.00 1.18
-127.00 98.68 0.00 0.00 1.17
-127.00 107.81 0.00 0.00 2.92
-127.00 101.17 0.00 0.00 2.90
-127.00 106.15 0.00 0.00 2.92
-127.00 97.85 0.00 0.00 2.84
-127.00 103.66 0.00 0.00 2.90
-127.00 104.49 0.00 0.00 2.90
-127.00 113.62 0.00 0.00 1.17
-127.00 92.04 0.00 0.00 2.92
-127.00 99.51 0.00 0.00 2.88
-127.00 87.06 0.00 0.00 2.98
-127.00 93.70 0.00 0.00 2.90
-127.00 91.21 0.00 0.00 3.02
-127.00 98.68 0.00 0.00 2.98
-127.00 90.38 0.00 0.00 2.98
-127.00 107.81 0.00 0.00 3.02
-127.00 106.15 0.00 0.00 1.15
-127.00 108.64 0.00 0.00 2.98
-127.00 105.32 0.00 0.00 2.99
-127.00 111.96 0.00 0.00 2.94
-127.00 92.87 0.00 0.00 2.94
-127.00 104.49 0.00 0.00 2.98
-127.00 97.85 0.00 0.00 1.15
-127.00 95.36 0.00 0.00 1.18
-127.00 98.68 0.00 0.00 3.02
-127.00 108.64 0.00 0.00 1.15
-127.00 91.21 0.00 0.00 3.02
-127.00 94.53 0.00 0.00 3.09
-127.00 107.81 0.00 0.00 3.09
-127.00 111.13 0.00 0.00 3.05
-127.00 153.46 0.00 0.00 1.15
-127.00 101.17 0.00 0.00 3.09
-127.00 105.32 0.00 0.00 3.05
-127.00 110.30 0.00 0.00 3.03
-127.00 87.89 0.00 0.00 3.05
-127.00 90.38 0.00 0.00 3.09
-127.00 97.02 0.00 0.00 3.02
-127.00 101.17 0.00 0.00 3.02
-127.00 104.49 0.00 0.00 3.03
